	Afghanistan	Albania	Algeria	Andorra	Angola	Antigua	Argentina	Armenia	Aruba	Australia	Austria	Azerbaijan	Bahamas	Bahrain	Bangladesh	Barbados	Belarus	Belgium	Belize	Benin	Bermuda	Bhutan	Bolivia	Bosnia and Herzegovina	Botswana	Brazil	British Virgin Islands	Brunei	Bulgaria	Burkina Faso	Burundi	Cambodia	Cameroon	Canada	Cape Verde	Cayman Islands	Central African Republic	Chad	Chile	China	Colombia	Congo	Costa Rica	Croatia	Cuba	Cyprus	Czech Republic	Cote dIvoire	North Korea	DR Congo	Denmark	Djibouti	Dominican Republic	Ecuador	Egypt	El Salvador	Eritrea	Estonia	Ethiopia	Fiji	Finland	France	French Polynesia	Gabon	Gambia	Georgia	Germany	Ghana	Greece	Greenland	Guatemala	Guinea	Guyana	Haiti	Honduras	Hong Kong	Hungary	Iceland	India	Indonesia	Iran	Iraq	Ireland	Israel	Italy	Jamaica	Japan	Jordan	Kazakhstan	Kenya	Kuwait	Kyrgyzstan	Laos	Latvia	Lebanon	Lesotho	Liberia	Libya	Liechtenstein	Lithuania	Luxembourg	Macao SAR	Madagascar	Malawi	Malaysia	Maldives	Mali	Malta	Mauritania	Mauritius	Mexico	Monaco	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nepal	Netherlands	Netherlands Antilles	New Caledonia	New Zealand	Nicaragua	Niger	Nigeria	Norway	Gaza Strip	Oman	Pakistan	Panama	Papua New Guinea	Paraguay	Peru	Philippines	Poland	Portugal	Qatar	South Korea	Moldova	Romania	Russia	Rwanda	Samoa	San Marino	Sao Tome and Principe	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovakia	Slovenia	Somalia	South Africa	South Sudan	Spain	Sri Lanka	Sudan	Suriname	Swaziland	Sweden	Switzerland	Syria	Taiwan	Tajikistan	Thailand	TFYR Macedonia	Togo	Trinidad and Tobago	Tunisia	Turkey	Turkmenistan	Former USSR	Uganda	Ukraine	UAE	UK	Tanzania	USA	Uruguay	Uzbekistan	Vanuatu	Venezuela	Viet Nam	Yemen	Zambia	Zimbabwe	Rest of World	
Afghanistan	1.587799e+05	1.503838e+01	4.780641e+01	1.336070e+01	2.710049e+01	1.475709e+01	6.163936e+01	1.805637e+01	3.246940e+01	3.125541e+02	4.214644e+02	2.169915e+01	1.518617e+01	2.234731e+01	1.692094e+01	1.582842e+01	1.772413e+03	6.824680e+03	2.521664e+01	1.428851e+01	8.967207e+00	2.712384e+01	2.253478e+01	1.582021e+01	9.833659e+00	1.938734e+02	2.235696e+01	3.028833e+01	4.701643e+01	1.097033e+01	1.115597e+01	2.595774e+01	1.724671e+01	4.620786e+02	1.340269e+01	1.176455e+01	1.550370e+01	1.142319e+01	7.979528e+01	6.297213e+02	3.161494e+01	2.726097e+01	8.650977e+01	3.375263e+01	9.668255e+00	1.651078e+01	3.456451e+02	2.098236e+01	2.428206e+01	6.578667e+00	1.100158e+03	1.549463e+01	2.034382e+01	1.615551e+02	1.387196e+01	6.287987e+01	1.316533e+01	1.195205e+02	9.991683e+01	3.305901e+01	1.087393e+03	1.478626e+03	1.918314e+01	2.060249e+01	1.247567e+01	2.121042e+01	7.038201e+03	1.800776e+01	1.064670e+02	2.959583e+01	2.470952e+01	1.956858e+01	4.061702e+00	1.662980e+01	2.893778e+01	1.718533e+02	2.632099e+02	2.777768e+01	2.335271e+03	3.062849e+02	6.603340e+02	2.471786e+01	4.356600e+02	2.899255e+02	1.464209e+03	1.804519e+01	8.323357e+02	4.212275e+01	2.536227e+02	3.570886e+01	7.194197e+01	8.648108e+01	1.716757e+01	9.194660e+01	2.625088e+01	1.654055e+01	3.850819e+01	2.052843e+01	7.011874e+00	1.190152e+02	1.080199e+02	2.650774e+01	2.735472e+01	1.613375e+01	4.349200e+02	3.443374e+01	1.285934e+01	5.236522e+01	2.668387e+01	5.901770e+01	2.985457e+02	9.957423e+00	5.480962e+01	2.718465e+01	2.692402e+01	1.317608e+01	2.420157e+01	1.681394e+01	2.639722e+01	2.154877e+03	1.383262e+01	1.962688e+01	1.339906e+02	1.812933e+01	1.695820e+01	4.367049e+01	1.907785e+02	5.035367e+00	3.486460e+01	1.813262e+01	2.550353e+01	2.893209e+01	2.033067e+01	2.791307e+01	1.717769e+02	5.220601e+02	1.515184e+02	4.663428e+01	7.797138e+01	1.041993e+02	1.229665e+02	1.640313e+03	1.584501e+01	2.726566e+01	1.121319e+01	2.859566e+01	1.884728e+02	2.233369e+01	1.353897e+01	1.890634e+01	1.737098e+01	5.685847e+02	1.589696e+02	1.129611e+02	7.440378e+00	1.291769e+02	1.019817e+02	9.608018e+02	3.629855e+01	6.380431e+01	2.768597e+01	2.099325e+01	3.931182e+02	2.817915e+02	1.990006e+01	3.462782e+02	2.659986e+01	6.018830e+02	7.755009e+01	1.770511e+01	7.243302e+01	5.902878e+01	6.521112e+02	2.583141e+02	1.025916e+02	8.505939e+00	2.139202e+02	6.121389e+01	1.331825e+03	1.852950e+01	6.937627e+02	5.304669e+01	1.281423e+02	2.607564e+01	7.137562e+01	1.289805e+02	1.597768e+01	1.970197e+01	2.648769e+01	0	
Albania	9.556842e+00	1.970518e+05	4.450619e+01	1.019212e+01	2.092774e+01	1.125687e+01	5.213379e+01	1.468779e+01	2.595961e+01	2.374479e+02	1.540869e+03	1.623153e+01	1.137502e+01	1.738224e+01	1.179478e+01	1.209693e+01	1.177350e+03	1.445508e+03	1.966209e+01	1.108425e+01	6.884297e+00	2.146372e+01	1.737461e+01	1.681426e+01	7.208532e+00	7.913831e+01	1.750504e+01	2.296934e+01	2.154892e+02	8.697803e+00	8.579205e+00	2.049587e+01	1.673002e+01	4.088401e+02	1.049310e+01	9.001676e+00	1.196390e+01	9.045764e+00	6.045870e+01	3.489085e+02	2.692168e+01	2.089134e+01	5.120652e+01	2.482461e+02	1.266691e+01	2.613828e+01	7.333172e+02	1.657119e+01	1.809655e+01	4.784602e+00	5.775382e+02	1.196509e+01	1.647781e+01	2.379999e+01	1.566768e+01	1.407850e+01	1.035524e+01	8.845251e+01	7.993678e+01	2.533062e+01	2.261834e+02	4.873285e+03	1.483081e+01	1.865399e+01	8.747400e+00	1.582450e+01	8.436497e+03	1.400950e+01	2.792268e+03	2.211560e+01	1.878881e+01	1.517499e+01	3.519803e+00	1.271631e+01	2.170942e+01	1.941638e+02	3.565119e+02	2.113526e+01	1.218107e+02	1.122979e+02	5.637420e+01	1.919754e+01	3.218503e+02	2.824552e+02	2.431510e+04	1.400917e+01	4.217768e+02	1.616564e+01	1.527121e+02	2.443817e+01	5.582776e+01	5.888818e+01	1.300192e+01	7.225271e+01	1.539264e+01	1.312606e+01	3.037600e+01	1.855604e+01	5.492609e+00	8.929227e+01	1.749207e+02	2.098934e+01	2.144227e+01	1.235949e+01	2.466293e+02	2.659604e+01	9.453382e+00	4.415288e+01	2.119776e+01	4.032706e+01	2.921172e+02	7.696350e+00	2.508245e+01	2.140748e+01	2.782951e+01	1.002621e+01	1.802550e+01	1.280100e+01	2.008722e+01	1.477965e+03	1.094860e+01	1.513208e+01	9.372007e+01	1.398476e+01	1.345246e+01	4.344425e+01	1.549006e+02	3.853090e+00	2.660818e+01	1.451186e+01	3.187550e+01	2.211046e+01	1.536144e+01	1.885873e+01	1.613808e+02	2.154500e+02	1.899521e+02	3.457322e+01	8.157115e+01	7.723945e+01	1.902874e+02	7.927843e+02	1.212277e+01	2.087596e+01	8.887680e+00	1.971604e+01	7.796251e+01	1.756572e+01	1.055462e+01	1.488458e+01	1.350778e+01	3.943569e+02	2.216786e+02	3.227174e+02	5.243136e+00	1.171627e+02	7.723262e+01	9.773779e+02	2.479871e+01	4.720912e+01	2.138041e+01	1.589362e+01	3.488390e+02	5.206345e+02	1.696674e+01	3.022666e+02	2.077300e+01	3.190312e+02	1.093381e+03	1.392387e+01	5.335122e+01	4.157589e+01	7.685257e+02	1.429077e+01	7.758088e+01	6.424891e+00	1.534577e+02	4.520850e+01	1.289375e+03	1.249361e+01	7.290687e+02	3.693829e+01	9.327955e+01	2.030602e+01	6.210812e+01	2.223426e+02	1.214471e+01	1.514507e+01	2.001642e+01	0	
Algeria	1.642741e+01	1.547153e+02	1.380560e+07	7.233183e+01	3.561983e+02	2.713840e+01	5.160421e+03	7.324533e+01	1.134672e+02	7.148062e+03	7.477288e+04	1.203858e+02	1.249018e+02	2.762263e+02	1.526308e+02	8.322204e+01	6.186375e+02	1.464877e+06	5.517397e+01	5.509603e+01	1.815865e+01	3.334411e+01	1.842841e+02	1.757477e+02	3.569627e+01	9.547135e+04	3.444991e+01	1.304256e+02	2.218015e+03	2.500906e+01	1.535127e+01	1.139659e+02	2.851713e+02	1.031578e+05	2.393549e+01	3.067011e+01	2.797410e+01	3.124268e+01	5.695428e+03	4.175519e+04	1.388222e+03	1.412868e+02	7.221596e+02	1.884085e+03	2.232292e+02	5.377495e+02	4.211291e+04	3.495924e+02	5.748115e+01	4.542804e+01	3.736666e+04	2.479823e+01	4.474959e+02	2.686138e+03	8.090551e+02	2.341138e+02	1.896391e+01	1.849534e+03	2.500284e+02	5.017709e+01	1.905652e+04	1.996634e+06	1.403624e+02	2.890450e+02	2.492286e+01	5.438505e+01	8.451562e+05	1.335266e+02	3.816069e+04	7.040529e+01	3.905258e+02	8.190418e+01	4.119847e+01	4.083784e+01	2.864257e+02	1.710851e+04	1.838141e+04	4.357637e+02	7.889052e+03	9.809616e+03	2.205264e+03	2.171821e+03	3.360035e+04	1.631550e+04	3.418202e+05	2.007472e+02	6.553781e+04	4.451140e+02	8.664447e+02	3.581878e+02	1.040052e+03	1.195869e+02	2.699765e+01	7.998427e+02	4.874608e+02	2.202769e+01	4.940668e+01	4.142202e+02	8.262218e+00	1.857178e+03	1.252613e+04	1.745244e+02	2.381916e+02	2.933980e+01	3.319494e+04	5.057284e+01	5.450137e+01	7.472659e+02	1.937654e+02	5.015289e+02	4.151472e+04	1.139941e+01	5.705505e+01	2.892873e+01	3.002693e+03	2.963270e+01	2.566325e+01	5.944127e+01	9.038387e+01	6.986225e+05	6.437676e+01	9.201969e+01	2.484698e+03	7.259418e+01	1.930122e+02	1.563590e+03	2.318883e+04	8.585451e+00	4.073729e+02	3.100497e+02	2.234378e+03	6.185242e+01	3.075790e+02	9.059902e+02	8.488923e+03	1.492251e+04	2.210020e+04	3.422626e+02	4.343857e+04	9.841670e+01	5.268344e+03	1.180718e+04	2.316250e+01	3.219811e+01	1.076415e+03	3.888106e+01	6.999865e+03	2.992436e+02	1.445612e+01	3.515342e+01	3.012908e+01	1.047379e+05	8.671306e+03	1.648182e+04	8.935297e+00	7.745889e+03	1.162807e+02	4.151375e+05	4.274529e+02	7.796577e+01	2.183025e+02	6.040211e+01	5.300592e+04	5.064587e+04	2.974870e+02	7.273388e+04	1.553166e+02	1.787526e+04	8.255159e+03	7.273230e+01	4.689397e+02	6.665966e+03	2.719585e+04	1.276243e+02	1.168744e+02	2.565209e+01	1.835172e+03	3.329405e+03	1.974814e+05	6.819364e+01	4.973909e+05	6.253783e+02	1.820806e+02	3.264400e+01	2.137412e+03	3.793712e+03	9.563985e+01	4.785036e+01	9.783951e+01	0	
Andorra	7.567120e+00	1.318796e+01	1.108232e+02	8.371641e+04	2.540208e+01	1.305245e+01	5.421758e+01	1.594119e+01	2.876405e+01	2.563327e+02	3.592664e+02	1.790162e+01	1.329303e+01	1.864024e+01	1.354952e+01	1.399784e+01	1.822568e+03	7.239010e+02	2.269637e+01	1.282890e+01	7.816660e+00	2.436818e+01	1.934070e+01	1.372578e+01	8.153354e+00	5.503914e+01	1.975677e+01	2.756501e+01	3.820605e+01	9.926162e+00	9.890397e+00	2.402775e+01	1.530291e+01	2.137345e+02	1.203289e+01	1.048640e+01	1.376726e+01	1.037065e+01	6.200805e+01	2.735379e+02	2.513883e+01	2.493927e+01	5.229998e+01	2.378094e+01	9.734223e+00	1.681492e+01	2.129883e+02	1.885855e+01	2.180677e+01	5.665181e+00	2.215323e+02	1.378793e+01	1.959565e+01	2.664258e+01	1.046334e+01	1.675216e+01	1.181094e+01	9.969149e+01	1.019418e+02	3.074331e+01	1.420706e+02	3.029521e+03	1.635744e+01	1.863760e+01	9.898513e+00	1.771849e+01	2.502085e+03	1.561713e+01	9.399341e+01	2.510731e+01	2.130848e+01	1.767605e+01	3.503215e+00	1.509477e+01	2.490567e+01	1.567688e+02	1.821248e+02	2.265504e+01	1.102046e+02	1.210727e+02	5.599887e+01	2.118090e+01	2.236477e+02	2.146591e+02	7.391071e+02	1.559776e+01	3.495796e+02	1.435404e+01	1.811201e+02	2.852419e+01	6.323889e+01	6.577479e+01	1.496651e+01	8.008892e+01	1.498438e+01	1.551940e+01	3.560875e+01	1.796862e+01	6.222482e+00	8.883081e+01	3.938705e+01	2.388799e+01	2.494694e+01	1.415795e+01	2.167063e+02	3.338027e+01	1.095826e+01	4.395569e+01	2.421416e+01	3.936922e+01	1.834581e+02	8.949208e+00	2.950047e+01	2.472724e+01	2.817805e+01	1.152862e+01	2.213849e+01	1.443677e+01	2.385776e+01	9.908133e+02	1.253430e+01	1.816684e+01	1.052765e+02	1.606201e+01	1.516761e+01	3.690136e+01	2.138226e+02	4.627509e+00	2.910684e+01	1.526613e+01	2.304732e+01	2.568320e+01	1.764509e+01	2.081963e+01	1.427814e+02	1.416292e+02	2.669886e+02	4.023174e+01	3.009082e+02	1.105221e+02	8.691582e+01	9.918917e+02	1.436022e+01	2.477738e+01	9.942339e+00	2.220563e+01	6.127974e+01	1.947352e+01	1.219565e+01	1.673527e+01	1.524678e+01	4.754409e+02	1.324483e+02	8.842914e+01	6.125365e+00	1.068883e+02	9.164683e+01	9.495015e+03	2.854694e+01	5.560743e+01	2.512043e+01	1.834226e+01	2.084981e+02	1.760713e+02	1.726678e+01	2.740831e+02	2.339863e+01	4.403256e+02	8.616145e+01	1.562479e+01	6.491106e+01	2.743973e+01	8.070229e+01	1.573789e+01	9.216314e+01	7.544500e+00	1.629156e+02	3.743969e+01	8.521883e+02	1.705903e+01	4.138034e+02	4.269312e+01	1.121445e+02	2.344948e+01	7.098874e+01	1.039994e+02	1.387385e+01	1.729913e+01	2.353629e+01	0	
Angola	1.005051e+01	1.864169e+01	2.944603e+02	1.761760e+01	2.420386e+06	1.647938e+01	1.182694e+03	2.108336e+01	4.142551e+01	1.557718e+03	2.957731e+03	2.799523e+01	3.754019e+01	4.523283e+01	4.907036e+01	2.616485e+01	1.235768e+03	7.011772e+04	3.021238e+01	1.660961e+01	1.023862e+01	2.758573e+01	6.876145e+01	2.168068e+01	1.369472e+01	2.342796e+03	2.339431e+01	4.453189e+01	1.485018e+02	1.174592e+01	1.137574e+01	4.537099e+01	3.149610e+01	1.410714e+04	1.445243e+01	1.402518e+01	1.600106e+01	1.230166e+01	1.185960e+04	1.220023e+05	2.411598e+02	3.339228e+01	1.377465e+02	1.173610e+02	3.223322e+01	4.516259e+01	1.638118e+03	3.922287e+01	3.148481e+01	9.622225e+00	2.512562e+03	1.614223e+01	8.143731e+01	1.557644e+02	7.724756e+01	5.385531e+01	1.360597e+01	2.403855e+02	1.050879e+02	3.447151e+01	1.534443e+03	7.603366e+04	2.499193e+01	3.409985e+01	1.291362e+01	2.280114e+01	5.804291e+04	2.852336e+01	4.943242e+02	3.127099e+01	7.918850e+01	2.357919e+01	9.840801e+00	1.947369e+01	7.455150e+01	5.893066e+03	1.503665e+03	5.697605e+01	9.653802e+02	2.179143e+03	3.357887e+02	4.745255e+01	3.244520e+03	1.699527e+03	1.358829e+04	5.164383e+01	1.547900e+04	5.513448e+01	2.754529e+02	6.629613e+01	1.394429e+02	8.420644e+01	1.870378e+01	1.350635e+02	4.613296e+01	1.781453e+01	3.807401e+01	3.855951e+01	7.131984e+00	2.277336e+02	8.722545e+02	7.775851e+01	4.164328e+01	1.754073e+01	5.821106e+03	3.459789e+01	1.490265e+01	9.779286e+01	3.026964e+01	9.378194e+01	6.004302e+03	1.018557e+01	3.961659e+01	2.712824e+01	1.554324e+02	1.507500e+01	2.344933e+01	3.451570e+02	3.813885e+01	4.041817e+04	1.842001e+01	2.269331e+01	5.299244e+02	2.531466e+01	1.896122e+01	1.967906e+02	1.524304e+03	5.094247e+00	6.909570e+01	6.317071e+01	1.063421e+02	3.403496e+01	4.446585e+01	1.296610e+02	2.094374e+03	1.186401e+03	6.712252e+03	7.540495e+01	7.693387e+04	9.362879e+01	4.178324e+02	2.034608e+03	1.615375e+01	2.727008e+01	1.226162e+01	7.601069e+01	7.074713e+02	3.437460e+01	1.391460e+01	2.051750e+01	1.855286e+01	1.663633e+04	6.688893e+02	5.042146e+02	7.128640e+00	1.593143e+03	1.031595e+02	5.189883e+04	9.378001e+01	6.412755e+01	2.980264e+01	2.747249e+01	3.145256e+03	2.794915e+03	4.159571e+01	2.782077e+04	2.791647e+01	6.538031e+03	9.925739e+01	2.124515e+01	1.365466e+02	1.759352e+02	1.125587e+03	2.573525e+01	1.037597e+02	9.865823e+00	2.954347e+02	4.056029e+02	1.096531e+04	2.124804e+01	1.383889e+05	1.079608e+02	1.341066e+02	2.611515e+01	3.291840e+02	1.003270e+03	2.388003e+01	2.854707e+01	3.585832e+01	0	
Antigua	5.430797e+00	9.512709e+00	4.143363e+01	8.216034e+00	1.762818e+01	4.356225e+04	3.646166e+01	1.149184e+01	2.486926e+02	1.940436e+02	2.274556e+02	1.310738e+01	1.087085e+01	1.345051e+01	9.685201e+00	1.187349e+01	1.447449e+03	4.456954e+02	2.003161e+01	9.164012e+00	5.656113e+00	1.707466e+01	1.406089e+01	9.941160e+00	6.224568e+00	4.890776e+01	1.038415e+02	1.982105e+01	2.791999e+01	7.079835e+00	7.069100e+00	1.719617e+01	1.093970e+01	3.052189e+02	8.393068e+00	7.537263e+00	9.746440e+00	7.346248e+00	4.545534e+01	1.974977e+02	2.141004e+01	1.781688e+01	1.878283e+01	1.917935e+01	1.183083e+01	1.009467e+01	1.534294e+02	1.326205e+01	1.554598e+01	4.121362e+00	1.668989e+02	9.736428e+00	1.338868e+01	1.941609e+01	7.422706e+00	1.249287e+01	8.334756e+00	6.616080e+01	6.961036e+01	2.175549e+01	1.063631e+02	4.965801e+02	1.149943e+01	1.335703e+01	7.696586e+00	1.298634e+01	6.629786e+03	1.125736e+01	6.255932e+01	1.829469e+01	1.533100e+01	1.241058e+01	4.398847e+00	1.314161e+01	1.802634e+01	8.930022e+01	1.521466e+02	1.661912e+01	6.484797e+01	1.037376e+02	4.259052e+01	1.516070e+01	1.410082e+02	1.723496e+02	3.407099e+02	1.504010e+01	3.040149e+02	1.038769e+01	1.334132e+02	2.057341e+01	4.609400e+01	5.161805e+01	1.076821e+01	5.557468e+01	8.956900e+00	1.108900e+01	2.486723e+01	1.319779e+01	4.440721e+00	6.632743e+01	3.279791e+01	1.706183e+01	1.770841e+01	1.007304e+01	3.613613e+02	2.370743e+01	7.778538e+00	3.250976e+01	1.721551e+01	2.798443e+01	1.105550e+02	6.461120e+00	2.112772e+01	1.797251e+01	1.559762e+01	8.418410e+00	1.610280e+01	1.063635e+01	1.715027e+01	5.656891e+02	8.278034e+01	1.289552e+01	7.733668e+01	1.146542e+01	1.078698e+01	2.385033e+01	1.230083e+02	3.330819e+00	2.092818e+01	1.109550e+01	1.562047e+01	1.868035e+01	1.295630e+01	1.361673e+01	1.083136e+02	1.015412e+02	7.771095e+01	2.922053e+01	6.750858e+02	7.957898e+01	6.398717e+01	7.805490e+02	1.007898e+01	1.727842e+01	7.697727e+00	1.771818e+01	3.557809e+01	1.366751e+01	9.015784e+00	1.176380e+01	1.092216e+01	3.051448e+02	9.675735e+01	6.475101e+01	4.665588e+00	1.191582e+02	6.509404e+01	3.735861e+02	2.067674e+01	3.952474e+01	3.075355e+01	1.342735e+01	1.726341e+02	1.880419e+02	1.242765e+01	2.337041e+02	1.677913e+01	3.172093e+02	4.836801e+01	1.165303e+01	7.077485e+01	1.691465e+01	6.093019e+01	1.168229e+01	6.548774e+01	5.408485e+00	1.236583e+02	2.261366e+01	5.880408e+02	1.046998e+01	3.843803e+02	3.054133e+01	8.244075e+01	1.643970e+01	5.805185e+01	7.840354e+01	1.002410e+01	1.260168e+01	1.710406e+01	0	
Argentina	7.842297e+01	1.651871e+02	3.550046e+03	1.300517e+02	1.074642e+03	1.361075e+02	1.985988e+07	1.771458e+02	3.662809e+02	1.329420e+04	2.417695e+04	2.406775e+02	2.254932e+02	7.169112e+02	8.956909e+02	2.721836e+02	3.419426e+03	2.482856e+05	2.720363e+02	1.380302e+02	8.638518e+01	2.490937e+02	1.521530e+04	1.980042e+02	1.683688e+02	6.375721e+05	2.037082e+02	3.398368e+02	2.038443e+03	9.999014e+01	9.897214e+01	2.595457e+02	2.329791e+02	1.160934e+05	1.215477e+02	1.952312e+02	1.365581e+02	1.086847e+02	6.671374e+05	6.568145e+04	1.185227e+04	3.702870e+02	4.487731e+03	1.237902e+03	1.395361e+03	8.382823e+02	1.307918e+04	3.502268e+02	2.382929e+02	7.365533e+01	5.643039e+04	1.393400e+02	2.714762e+03	8.345792e+03	1.977501e+03	1.043479e+03	1.205232e+02	2.416725e+03	8.060653e+02	2.936175e+02	1.918391e+04	1.869002e+05	1.958451e+02	2.915795e+02	1.143081e+02	2.010874e+02	4.619298e+05	3.217868e+02	8.574907e+03	2.927682e+02	2.248292e+03	1.887289e+02	7.846924e+01	3.162524e+02	8.329098e+02	2.610887e+04	1.420527e+04	5.718543e+02	1.406640e+04	1.531105e+04	1.091931e+04	1.886442e+03	3.785498e+04	1.615325e+04	2.424932e+05	5.350411e+02	8.625853e+04	1.662898e+03	2.197270e+03	1.607264e+03	1.230187e+03	7.100752e+02	1.526292e+02	1.165783e+03	9.719939e+02	1.457030e+02	3.306928e+02	1.146477e+03	6.352669e+01	2.459467e+03	4.103049e+03	3.824324e+02	5.654688e+02	1.794666e+02	6.162209e+04	2.793074e+02	1.221585e+02	8.942135e+02	2.558834e+02	1.562720e+03	1.274113e+05	9.089383e+01	2.763764e+02	2.528375e+02	2.500499e+03	1.769470e+02	1.768440e+02	3.387106e+02	5.672014e+02	4.370865e+05	1.696071e+02	1.742836e+02	8.764937e+03	4.026247e+02	1.555803e+02	2.665760e+03	1.748175e+04	4.344635e+01	1.123766e+03	9.084905e+02	3.253012e+03	2.694188e+02	3.362564e+04	1.361878e+04	8.155873e+03	1.357360e+04	1.745260e+04	6.772012e+02	3.843470e+04	7.131692e+02	4.386106e+03	1.721651e+04	1.424200e+02	2.325684e+02	1.105703e+02	2.449339e+02	6.122869e+03	3.920521e+02	1.221894e+02	1.829713e+02	1.612090e+02	4.074496e+04	5.744794e+03	5.479031e+03	6.175577e+01	2.895060e+04	9.401912e+02	1.676313e+05	6.125287e+02	5.602597e+02	2.966669e+02	3.267711e+02	2.762028e+04	3.483511e+04	1.027396e+03	3.252507e+04	2.415602e+02	2.378608e+04	1.309971e+03	1.689559e+02	1.567944e+03	2.739113e+03	1.240468e+04	2.172087e+02	9.445806e+02	9.840919e+01	2.569075e+03	5.951531e+03	1.199237e+05	2.646683e+02	2.993279e+05	7.928658e+04	1.091328e+03	2.266044e+02	2.621314e+04	4.148096e+03	4.577498e+02	2.294581e+02	4.110008e+02	0	
Armenia	9.985788e+00	1.604733e+01	5.493675e+01	1.311523e+01	2.928377e+01	1.446490e+01	8.346421e+01	2.721462e+05	3.246406e+01	3.371521e+02	1.436767e+03	3.243318e+01	1.508282e+01	2.389878e+01	1.661716e+01	1.597711e+01	1.798600e+03	1.301992e+04	2.451990e+01	1.419195e+01	9.202349e+00	2.669460e+01	2.113232e+01	1.759575e+01	9.641884e+00	1.746072e+02	2.294365e+01	3.040169e+01	1.020065e+02	1.089227e+01	1.095610e+01	2.639590e+01	1.804388e+01	1.737041e+03	1.317655e+01	1.177615e+01	1.506106e+01	1.158561e+01	8.824832e+01	6.260241e+03	4.064432e+01	2.703437e+01	3.236479e+01	5.375526e+01	1.047818e+01	2.144686e+01	7.820786e+02	2.193375e+01	2.471308e+01	6.821730e+00	7.377948e+02	1.538703e+01	2.278393e+01	3.273857e+01	2.127953e+01	1.913694e+01	1.318130e+01	1.643621e+02	1.011031e+02	3.192608e+01	6.120004e+02	3.708433e+03	1.828190e+01	2.090193e+01	1.142847e+01	6.779837e+02	3.771996e+04	1.849782e+01	2.308728e+02	2.839781e+01	2.576818e+01	1.961170e+01	4.164633e+00	1.631797e+01	2.895716e+01	4.742452e+02	6.444459e+02	3.105925e+01	5.102689e+02	2.012115e+02	3.272130e+03	3.370603e+01	5.145133e+02	7.248601e+02	3.230616e+03	1.846219e+01	1.182394e+03	3.375214e+01	7.381907e+02	3.505826e+01	7.561456e+01	8.151362e+01	1.641337e+01	1.252808e+02	3.321363e+01	1.603059e+01	3.721319e+01	2.267514e+01	7.009134e+00	3.298511e+02	2.545797e+02	2.823229e+01	2.788342e+01	1.590401e+01	5.656059e+02	3.527569e+01	1.222825e+01	5.412102e+01	2.612118e+01	4.691162e+01	4.676040e+02	9.741845e+00	3.370137e+01	2.562211e+01	3.513120e+01	1.264999e+01	2.387931e+01	1.682762e+01	2.612388e+01	6.822646e+03	1.398253e+01	1.944411e+01	1.366859e+02	1.772416e+01	1.667820e+01	5.190892e+01	3.813111e+02	4.986408e+00	5.853490e+01	2.283011e+01	2.728694e+01	2.819425e+01	1.987818e+01	2.517250e+01	2.590594e+02	5.045218e+02	2.841447e+02	4.820848e+01	4.997738e+02	1.064663e+02	2.033416e+02	1.021949e+04	1.539318e+01	2.674272e+01	1.111095e+01	2.597187e+01	1.322869e+02	2.226620e+01	1.339378e+01	1.909439e+01	1.683635e+01	8.843762e+02	4.244491e+02	2.705853e+02	6.886078e+00	2.179889e+02	9.914906e+01	1.379771e+03	3.586759e+01	6.292308e+01	2.679968e+01	2.110565e+01	1.113936e+03	1.015349e+03	4.913690e+01	6.576065e+02	3.230537e+01	6.267674e+02	1.002282e+02	1.770879e+01	7.457323e+01	4.387722e+01	5.811716e+02	1.458392e+03	9.956270e+01	8.581494e+00	2.282951e+03	5.788298e+02	2.493762e+03	1.685389e+01	1.784999e+03	4.949653e+01	1.267724e+02	2.556535e+01	8.689018e+01	1.388854e+02	1.634289e+01	2.006928e+01	2.623757e+01	0	
